audio_path,diary_label,model_label,start,end,score,verified
./split_diary/MYNBYT/T1/chunk_3/130.8 132.1 SPEAKER_03.wav,SPEAKER_03,BichNgoc,130.8,132.1,0.13161957263946533,False
./split_diary/MYNBYT/T1/chunk_3/143.4 144.5 SPEAKER_03.wav,SPEAKER_03,DucAnh,143.4,144.5,0.3361975848674774,True
./split_diary/MYNBYT/T1/chunk_3/169.4 171.3 SPEAKER_00.wav,SPEAKER_00,NgocQuan,169.4,171.3,0.10001105070114136,False
./split_diary/MYNBYT/T1/chunk_3/208.1 209.5 SPEAKER_02.wav,SPEAKER_02,LeThoa,208.1,209.5,0.18466868996620178,False
./split_diary/MYNBYT/T1/chunk_3/212.6 214.3 SPEAKER_01.wav,SPEAKER_01,KieuGiang,212.6,214.3,0.5314378142356873,True
./split_diary/MYNBYT/T1/chunk_3/215.2 217.0 SPEAKER_01.wav,SPEAKER_01,KieuGiang,215.2,217.0,0.42731380462646484,True
./split_diary/MYNBYT/T1/chunk_3/220.0 221.7 SPEAKER_01.wav,SPEAKER_01,KieuGiang,220.0,221.7,0.39276251196861267,True
./split_diary/MYNBYT/T1/chunk_3/228.0 229.7 SPEAKER_02.wav,SPEAKER_02,DucAnh,228.0,229.7,0.16293764114379883,False
./split_diary/MYNBYT/T1/chunk_3/232.0 234.1 SPEAKER_01.wav,SPEAKER_01,KieuGiang,232.0,234.1,0.4036208987236023,True
./split_diary/MYNBYT/T1/chunk_3/234.3 235.8 SPEAKER_01.wav,SPEAKER_01,KieuGiang,234.3,235.8,0.27950626611709595,True
./split_diary/MYNBYT/T1/chunk_3/238.6 240.0 SPEAKER_01.wav,SPEAKER_01,KieuGiang,238.6,240.0,0.29550451040267944,True
./split_diary/MYNBYT/T1/chunk_3/240.6 242.6 SPEAKER_01.wav,SPEAKER_01,KieuGiang,240.6,242.6,0.4970649182796478,True
./split_diary/MYNBYT/T1/chunk_3/242.8 244.7 SPEAKER_01.wav,SPEAKER_01,KieuGiang,242.8,244.7,0.37107932567596436,True
./split_diary/MYNBYT/T1/chunk_3/246.2 247.6 SPEAKER_02.wav,SPEAKER_02,KieuGiang,246.2,247.6,0.17289087176322937,False
./split_diary/MYNBYT/T1/chunk_3/248.6 251.0 SPEAKER_02.wav,SPEAKER_02,KieuGiang,248.6,251.0,0.22189904749393463,False
./split_diary/MYNBYT/T1/chunk_3/252.2 253.5 SPEAKER_02.wav,SPEAKER_02,KieuGiang,252.2,253.5,0.14599409699440002,False
./split_diary/MYNBYT/T1/chunk_3/259.3 261.0 SPEAKER_02.wav,SPEAKER_02,KieuGiang,259.3,261.0,0.15227116644382477,False
./split_diary/MYNBYT/T1/chunk_3/261.6 264.1 SPEAKER_02.wav,SPEAKER_02,DucAnh,261.6,264.1,0.1544884294271469,False
./split_diary/MYNBYT/T1/chunk_3/265.1 266.4 SPEAKER_01.wav,SPEAKER_01,KieuGiang,265.1,266.4,0.41283661127090454,True
./split_diary/MYNBYT/T1/chunk_3/267.7 271.0 SPEAKER_01.wav,SPEAKER_01,KieuGiang,267.7,271.0,0.5352420806884766,True
./split_diary/MYNBYT/T1/chunk_3/271.7 274.3 SPEAKER_01.wav,SPEAKER_01,KieuGiang,271.7,274.3,0.3842543661594391,True
./split_diary/MYNBYT/T1/chunk_3/276.0 278.3 SPEAKER_02.wav,SPEAKER_02,DucAnh,276.0,278.3,0.11313127726316452,False
./split_diary/MYNBYT/T1/chunk_3/278.8 280.1 SPEAKER_02.wav,SPEAKER_02,NgocQuan,278.8,280.1,0.16080591082572937,False
./split_diary/MYNBYT/T1/chunk_3/284.0 285.2 SPEAKER_02.wav,SPEAKER_02,NgocQuan,284.0,285.2,0.27414530515670776,True
./split_diary/MYNBYT/T1/chunk_3/286.3 287.9 SPEAKER_02.wav,SPEAKER_02,NgocQuan,286.3,287.9,0.23499085009098053,False
./split_diary/MYNBYT/T1/chunk_3/293.0 294.2 SPEAKER_02.wav,SPEAKER_02,NgocQuan,293.0,294.2,0.23290446400642395,False
./split_diary/MYNBYT/T1/chunk_3/294.3 295.6 SPEAKER_02.wav,SPEAKER_02,LeThoa,294.3,295.6,0.1368616223335266,False
./split_diary/MYNBYT/T1/chunk_3/297.4 298.8 SPEAKER_02.wav,SPEAKER_02,DucAnh,297.4,298.8,0.1267043799161911,False
./split_diary/MYNBYT/T1/chunk_3/299.5 300.0 SPEAKER_02.wav,SPEAKER_02,LeThoa,299.5,300.0,0.15399742126464844,False
