audio_path,diary_label,model_label,start,end,score,verified
./split_diary/MYNBYT/T1/chunk_5/179.9 181.0 SPEAKER_05.wav,SPEAKER_05,KieuGiang,179.9,181.0,0.2676098346710205,True
./split_diary/MYNBYT/T1/chunk_5/194.7 197.3 SPEAKER_04.wav,SPEAKER_04,BichNgoc,194.7,197.3,0.09096971154212952,False
./split_diary/MYNBYT/T1/chunk_5/200.7 203.5 SPEAKER_04.wav,SPEAKER_04,DucAnh,200.7,203.5,0.10335627943277359,False
./split_diary/MYNBYT/T1/chunk_5/206.5 209.1 SPEAKER_04.wav,SPEAKER_04,DucAnh,206.5,209.1,0.060993559658527374,False
./split_diary/MYNBYT/T1/chunk_5/213.8 215.4 SPEAKER_04.wav,SPEAKER_04,LeThoa,213.8,215.4,0.15620972216129303,False
./split_diary/MYNBYT/T1/chunk_5/217.9 236.0 SPEAKER_03.wav,SPEAKER_03,BichNgoc,217.9,236.0,0.167211651802063,False
./split_diary/MYNBYT/T1/chunk_5/241.4 251.9 SPEAKER_03.wav,SPEAKER_03,DucAnh,241.4,251.9,0.17039422690868378,False
./split_diary/MYNBYT/T1/chunk_5/253.1 255.7 SPEAKER_03.wav,SPEAKER_03,KieuGiang,253.1,255.7,0.15932884812355042,False
./split_diary/MYNBYT/T1/chunk_5/256.0 264.0 SPEAKER_03.wav,SPEAKER_03,LeThoa,256.0,264.0,0.20583413541316986,False
./split_diary/MYNBYT/T1/chunk_5/264.6 267.3 SPEAKER_03.wav,SPEAKER_03,BichNgoc,264.6,267.3,0.19327935576438904,False
./split_diary/MYNBYT/T1/chunk_5/268.3 273.3 SPEAKER_03.wav,SPEAKER_03,DucAnh,268.3,273.3,0.15769164264202118,False
./split_diary/MYNBYT/T1/chunk_5/273.6 279.1 SPEAKER_03.wav,SPEAKER_03,BichNgoc,273.6,279.1,0.16022560000419617,False
./split_diary/MYNBYT/T1/chunk_5/279.2 282.1 SPEAKER_03.wav,SPEAKER_03,DucAnh,279.2,282.1,0.14373263716697693,False
./split_diary/MYNBYT/T1/chunk_5/285.9 287.4 SPEAKER_02.wav,SPEAKER_02,DucAnh,285.9,287.4,0.08409198373556137,False
./split_diary/MYNBYT/T1/chunk_5/289.1 289.3 SPEAKER_02.wav,SPEAKER_02,LeThoa,289.1,289.3,0.05088266730308533,False
