file_name,content,episode
SPEAKER_01 - 879.74 - 885.88.lab,vì qua cũng có bảo nên nguyễn huy thiệp để gọi là họ mượn họ muốn kéo những cái tinh hoa về sáng tác.,184
SPEAKER_01 - 885.88 - 891.53.lab,của trong đây thì mình lại muốn lúc đó là là là là mình đưa mấy cái truyện ngắn á.,184
SPEAKER_01 - 891.53 - 898.01.lab,ờ họ cần dịch ra tiếng pháp để qua để mà một cái hội thảo về văn hoá việt nam qua những người pháp và trao đổi luôn.,184
SPEAKER_01 - 898.01 - 900.22.lab,thì mình muốn giới thiệu kịch thì họ không thích.,184
SPEAKER_00 - 1958.64 - 1963.23.lab,cái mâu thuẫn của sân khấu và những cái người trẻ ở đây.,184
SPEAKER_00 - 1963.23 - 1969.76.lab,em đang nhìn thấy thì em muốn hỏi câu là người trẻ nên di chuyển ngược lại đến sân khấu nhiều hơn.,184
SPEAKER_00 - 1969.76 - 1977.17.lab,để chiêm ngưỡng những vở kịch và cái vẻ đẹp của các diễn viên của các người sáng tác và đạo diễn.,184
SPEAKER_00 - 1977.48 - 1982.89.lab,hay là kịch sẽ phải tìm cách đến với người trẻ ờ chuyển hoá thành.,184
SPEAKER_01 - 6704.01 - 6705.54.lab,thì đóng vai bà mẹ đó.,184
SPEAKER_00 - 6915.62 - 6918.03.lab,chạm nhân đây xin được gửi lời mời để anh tỉnh lộc.,184
SPEAKER_00 - 797.81 - 801.68.lab,thì em không biết là cái trước cả cái thời đại mà số ý.,184
SPEAKER_01 - 642.26 - 645.19.lab,là một sự không ai muốn đưa tay để hỏi hết.,184
SPEAKER_01 - 7247.15 - 7248.99.lab,hư hứ hứ.,184
SPEAKER_01 - 6102.68 - 6110.55.lab,cô không mong tham vọng mong số đông nhưng cô mong chỉ được có những cái tri âm kiểu như cái cô.,184
SPEAKER_01 - 6110.55 - 6117.37.lab,cái cô thiếu nữ trong thơ của tango đó ổng ghi là hởi thiếu nữ của một trăm năm sau.,184
SPEAKER_01 - 6117.37 - 6122.99.lab,hãy tha thứ cho ta nếu ta tưởng tượng đêm nay nàng thắp đen ở bóng.,184
SPEAKER_01 - 6122.99 - 6127.58.lab,ban công chờ đợi ta đến mặc dù nàng biết vĩnh viễn ta không bao giờ đến.,184
SPEAKER_00 - 2399.54 - 2403.7.lab,nhưng mà khi mà viết ờ kịch á cái vẫn muốn hỏi đây là.,184
SPEAKER_00 - 2403.7 - 2409.5.lab,nó có đòi hỏi một cái phẩm chất khác đi cái sự tinh tế nhiều hơn trong việc tìm mâu thuẫn này không ạ.,184
SPEAKER_00 - 2409.5 - 2415.85.lab,ờ cô kể về cái việc cô đến với viết ý em có được biết cũng có cái hoàn cảnh gia đình ở trong đó.,184
SPEAKER_00 - 2415.85 - 2422.41.lab,ờ có vẻ là cô cũng đã bắt đầu viết bằng việc là cũng đã phải bôn ba rất là nhiều nơi với mẹ của mình và.,184
SPEAKER_00 - 2422.41 - 2426.01.lab,bắt đầu viết lách và nghe những câu chuyện hay không ạ học đầu tiên thì thật ra là.,184
SPEAKER_01 - 944.47 - 950.9.lab,nó không phải như cái giai đoạn sau mà mình giảng tuồng chèo mình vẫn nhắc cái câu là quân tử.,184
SPEAKER_01 - 950.9 - 958.24.lab,quân sử thần tử thần bất tử quốc trung phụ sử tử vong tử bất hiếu là để làm gì là để là.,184
SPEAKER_01 - 958.46 - 959.83.lab,anh không được phản ông vua ạ.,184
SPEAKER_01 - 5904.42 - 5911.01.lab,và cũng có rất nhiều ý kiến là hồ tại đụng vô công giáo chứ bây giờ giả sử hồ dám dám đụng hồi giáo không.,184
SPEAKER_01 - 5911.01 - 5917.0.lab,là coi như là banh xác đã có người bị treo cổ thế này thế nọ nó qua một cái chuyện vậy thì mình thấy rất là nhiều.,184
SPEAKER_01 - 4930.15 - 4934.57.lab,tuổi trẻ hôm nay gặp khó khăn gì có vượt qua được không và vượt qua bằng cách nào.,184
SPEAKER_01 - 4934.57 - 4940.08.lab,để người ta đi coi xong á phát người ta cái giấy với cây viết chì để người ta ghi trả lời ba câu hỏi đó.,184
SPEAKER_01 - 4940.08 - 4944.42.lab,thì mở đầu cô cũng chơi kiểu giống vậy là mấy đứa trẻ đường phố.,184
SPEAKER_01 - 4944.42 - 4950.57.lab,nó ra nó có tấm bảng tại sao nó phải ra đường phố đứa thì bị cha bạo hành say rượu đánh đuổi đi và sao đó.,184
SPEAKER_01 - 4950.57 - 4956.96.lab,thì khán giả lên nói chuyện với tụi nó sau đó tụi nó bận đồ rô mê ô ri rét là cô phải xin tài trợ.,184
SPEAKER_01 - 4956.96 - 4961.62.lab,phục trang cho mấy đứa đi diễn diễn xong là lúc hai người chết á thì là một cái tượng.,184
SPEAKER_01 - 4961.62 - 4965.27.lab,tượng đứng dậy thì đề nghị khán giả ghi cái câu trả lời gắn lên.,184
SPEAKER_01 - 1993.26 - 1999.98.lab,không nó có cái những cái mà vừa rồi ờ lê khanh có đến cái gánh thiên lý.,184
SPEAKER_01 - 1999.98 - 2005.41.lab,của lê ông làm ở nhà và cũng có nói rằng có đi xem nhiều nước.,184
SPEAKER_01 - 2005.41 - 2009.01.lab,chỉ khác là bên lê ôn không bán vé còn các các nơi.,184
SPEAKER_01 - 2010.22 - 2018.21.lab,lê khanh xem là bán vé cực cao các nước đó bán vé cực cao mà mình cũng xem ở pháp nhiều vở có hai băng ghế có mười mười khán giả à.,184
SPEAKER_01 - 2018.21 - 2023.65.lab,thì họ rút về những sân khấu nhỏ mà bây giờ hiện tượng hiện.,184
SPEAKER_01 - 2023.65 - 2030.01.lab,hiện tượng sân khấu nhỏ đó cũng rất là nhiều cũng như cái mô hình tuổi trẻ cười sống mà mà tụi mình làm á là.,184
SPEAKER_01 - 2030.01 - 2035.12.lab,đã diễn cho những căn phòng vài người và đã diễn những sân vận động mấy ngàn người mười ngàn người.,184
SPEAKER_01 - 2035.12 - 2041.99.lab,nó linh động nó phải thích ứng để tồn tại mà thích ứng là một trong những đặc tính mạnh của người việt.,184
SPEAKER_00 - 2388.02 - 2391.21.lab,mâu thuẫn mà mình đang nói có trong kịch có trong đời sống.,184
SPEAKER_01 - 5081.84 - 5086.48.lab,sân khấu lao đao vì cái này vì cái lan tràn một cái thẩm mỹ xấu.,184
SPEAKER_01 - 2127.0 - 2131.67.lab,cứ mới mới buổi sáng là chín giờ á mình mới cười khóc như vậy xong á vô nghỉ một tý.,184
SPEAKER_01 - 2131.67 - 2138.45.lab,là hai giờ diễn một cái suất khác rồi lại tối diễn một cái suất khác một ngày diễn ba suất vậy mà mùng một tết mùng một tới mùng mười tết.,184
SPEAKER_01 - 2138.45 - 2139.81.lab,tới rằm luôn làm.,184
SPEAKER_01 - 4989.63 - 4997.62.lab,thích thù có nghĩa là cái màu riêng của người nam như cô nói câu nãy cô giô la nói đó lẽ ra thuộc về trí tuệ đó thật ra.,184
SPEAKER_01 - 4997.62 - 5001.91.lab,một rất nhiều bạn đồng nghiệp của cô rất thông minh.,184
SPEAKER_01 - 2077.23 - 2083.9.lab,thế là tại sao tụi mình không tự làm với nhau tự diễn với nhau và lúc đó là tự đi bán vé với nhau mình là một trong những người.,184
SPEAKER_01 - 6614.94 - 6619.46.lab,nạn nhân nghề nghiệp ta ta tai nạn nghề nghiệp ra đời do tai nạn nghề nghiệp.,184
SPEAKER_01 - 6951.56 - 6955.59.lab,đáng tiếc là tại sao mình không hỏi ngược lại thùy minh nhiều câu.,184
SPEAKER_00 - 4975.52 - 4983.39.lab,không biết thế giới làm gì thì phải phải có mặt ở đó nhưng nếu mà tìm ra một cái đặc thù của sân khấu việt nam.,184
SPEAKER_00 - 4983.78 - 4986.47.lab,khi mà so sánh với thế giới thì đặc thù của mình là gì ạ.,184
SPEAKER_00 - 5590.51 - 5598.21.lab,và cái câu chuyện mà trước khi àm bật máy quay thì thùy minh có bàn với cô minh ngọc.,184
SPEAKER_01 - 3100.85 - 3103.51.lab,tin về quê là ông cưới một con thuồng bà rá rất là dữ dằn.,184
SPEAKER_01 - 646.44 - 654.43.lab,tôi phải tôi phải năn nỉ tôi nói các bạn ơi các bạn chỉ cho tôi cái cách nào để cho các bạn có thể mở miệng hỏi tôi hay không.,184
SPEAKER_01 - 654.43 - 660.67.lab,tôi phải hỏi ngược lại là các bạn chỉ giùm tôi đi bây giờ tôi phải làm cách nào để các bạn mở miệng ra cách.,184
SPEAKER_01 - 660.67 - 666.83.lab,bạn hỏi tôi đi thì sau cùng có một bạn hỏi cô dạy như vậy thì thi làm sao tôi nói tôi ra đề ngay tại chỗ nè.,184
SPEAKER_01 - 3093.11 - 3099.83.lab,rộng đi mãi đến coi như là mấy chục năm sau ông mới dắt bà vợ với lại đàn con chín đứa về hôm trước đó là.,184
SPEAKER_01 - 564.08 - 569.25.lab,nhiều khi để mình giới thiệu về số việt nam mình phải diễn ngay tại chỗ để mà cho người ta thấy.,184
SPEAKER_01 - 569.25 - 573.74.lab,thành ra nó có một chương trình đã di chuyển một số các trường đại học của mỹ và trong nước luôn.,184
SPEAKER_01 - 573.74 - 578.24.lab,và cái buổi của lịch sử sân khấu việt nam mình cũng diễn sinh viên hiểu rằng.,184
SPEAKER_01 - 578.24 - 582.66.lab,à à năm mấy tám mấy tụi tui làm cái này cái này cái này trinh cũng hốt dậy.,184
SPEAKER_01 - 582.66 - 587.64.lab,và cái câu mình nhớ hoài cái lúc mà đi vô thi á sinh viên có hỏi.,184
SPEAKER_01 - 587.64 - 590.96.lab,được cái cái cái cảm giác cái buổi đi dạy đầu tiên nó kinh hoàng lắm.,184
SPEAKER_00 - 4209.02 - 4215.95.lab,cô khi cô nói chuyện ấy thì con thấy là ờ con nghĩ về cái điều này rất là nhiều đấy là ai cũng có cái sứ mệnh.,184
SPEAKER_00 - 154.6 - 162.19.lab,thì có cái hai câu hỏi ở đây em sẽ hỏi ngay một là cái nhu cầu mà lắng nghe người trẻ nó đến từ lúc nào.,184
SPEAKER_00 - 6326.5 - 6327.79.lab,mình tư riêng mình gửi ổng không để.,184
SPEAKER_01 - 605.11 - 609.6.lab,không không không không ai muốn được giơ tay hết tại vì đúng như cái tinh thần mà.,184
SPEAKER_01 - 609.6 - 614.94.lab,mình nói chuyện với một ông thứ trưởng lại vì ông đã mời mình làm chương trình sân khấu diễn đàn.,184
SPEAKER_01 - 614.94 - 621.58.lab,vào các mời tuyên quấn các trường đại học tới để làm việc thì tại vì đầu tiên á nó từ một cái bài báo.,184
SPEAKER_01 - 621.58 - 627.0.lab,sài gòn giải phóng nó đăng là một chuyên gia người úc nói là giáo dục việt nam bị tụt hậu ba mươi năm.,184
SPEAKER_01 - 627.0 - 629.8.lab,cái ông thứ trưởng nguyễn văn giọng ông bảo là sai.,184
SPEAKER_01 - 3131.0 - 3138.18.lab,đi tìm hay không nó nó có cái này mình nói ra nó thì cũng sợ người ta nói mình kêu rất nhiều người rất như là.,184
SPEAKER_01 - 3138.18 - 3144.53.lab,khuyên mình nên như thế này thế nọ thậm chí có một nhà văn nổi tiếng cũng nói là khuyên mình nên ở lại huế.,184
SPEAKER_01 - 3144.53 - 3150.32.lab,nói huế nói nhỏ mình dễ nổi hơn mình thấy cuộc đời mình cuộc mục đích cuộc đời mình không phải để nổi.,184
SPEAKER_01 - 3150.86 - 3157.23.lab,ngay từ hồi nhỏ chứ không phải mãi giờ này giờ này thì luôn nói là bà con ơi tui bây giờ tui không.,184
SPEAKER_01 - 3157.23 - 3162.69.lab,tôi làm việc không phải vì tiền vì tiếng mà tôi thích cái gì tôi làm cái đó mà thật sự từ nhỏ mình đã chủ trương vậy rồi.,184
SPEAKER_01 - 3162.69 - 3167.19.lab,đã thấy là cái tiền nó trả là cái cái.,184
SPEAKER_01 - 3167.19 - 3172.86.lab,tuyệt đối nó không phải mục đích cao cao nhất nó cao lắm nó cũng thứ nhì thôi dĩ nhiên có tiền mình làm được nhiều thứ.,184
SPEAKER_01 - 3172.86 - 3177.47.lab,và vẫn nhớ cái chuyện của hemingway là ông chưa kịp ông.,184
SPEAKER_01 - 3177.47 - 3183.85.lab,ông len vào giới nhà giàu ông chưa kịp để mà để sáng tác thì đã bị cái đám giàu nó khinh ông rồi.,184
SPEAKER_01 - 3183.85 - 3187.38.lab,và cái chuyện mình thích nhất là cái chuyện ông hấp hối.,184
SPEAKER_01 - 3187.59 - 3193.23.lab,ông mới ngộ nhớ lại ông ông giờ đã lọt vào cái thế giới cao cấp thượng lưu rồi.,184
SPEAKER_01 - 3193.23 - 3199.63.lab,nhưng bây giờ những cái điều lẽ ra ông phải viết là cái giai đoạn nghèo khổ mà ông còn nợ ông chưa viết xong.,184
SPEAKER_01 - 3199.94 - 3205.79.lab,mà bây giờ cái đó mới đủ cảm xúc cho ông viết á thì ông lại nghĩ là mình phải len vô giới giàu chứ thì bây giờ ông có tất.,184
SPEAKER_01 - 3205.79 - 3210.69.lab,tất cả mọi thứ trong tay rồi ông ông biết là ông sẽ chết rồi ông còn sống không bao lâu nữa thì ông mới nói.,184
SPEAKER_01 - 707.71 - 709.16.lab,ai cũng có thể trả lời được.,184
SPEAKER_00 - 4760.39 - 4765.88.lab,với tinh thần và nó đúng cả về chi tiết hiện thực thì cái đấy thường thì cái cách cô làm sẽ như thế nào ạ.,184
SPEAKER_00 - 4765.88 - 4773.87.lab,còn những cái nhân vật trong đời sống thì con thấy rõ một sự gan dạ là cô phải lên điện biên này hay là cô phải tiếp xúc với cả những cái.,184
SPEAKER_00 - 4773.87 - 4779.77.lab,ví dụ con nghĩ đến chuyện bốc mộ là nó cũng nó phải có một số thực tế phải nhìn thấy ở đó thì.,184
SPEAKER_01 - 1384.76 - 1391.6.lab,thì từ đó mình rút ra một cái điều lớn cho cái ai định nghĩa về một tác phẩm hay mình không biết mình rút ra một tác phẩm hay.,184
SPEAKER_01 - 1391.6 - 1399.33.lab,là anh phải chinh phục được trí thức lẫn bình dân và mình thấy là những cái loại đó bây giờ cực hiếm.,184
SPEAKER_01 - 1399.33 - 1407.27.lab,loại mà chinh phục được trí thức lẫn bình dân chứ mình chống cái chuyện gọi là chê thì hiếu khán giả thấp thế này thế nọ.,184
SPEAKER_01 - 1407.27 - 1412.39.lab,anh không nghĩ ra được cái cách nào anh chinh phục cả hai cái cái trái tim nó.,184
SPEAKER_00 - 2963.01 - 2968.83.lab,thường thì cô sẽ ơ cái cái vở nào cái tác phẩm nào mất thời gian nhất ạ.,184
SPEAKER_01 - 5876.42 - 5881.66.lab,chứ không thể nói là ông trôm của người ta ông cũng công khai tư lấy cái chuyện đó nhưng mà rất khác.,184
SPEAKER_01 - 5882.44 - 5888.82.lab,thế thì làm sao để có sự cộng hưởng này làm sao để trên cái và thế giới người ta cũng có quyền.,184
SPEAKER_01 - 249.58 - 257.07.lab,nhưng mình được được đọc như vậy thì mình rất là cảm động thì mình cũng có nhu cầu giao tiếp thêm các bạn đó thì các bạn đó cũng có.,184
SPEAKER_01 - 257.07 - 261.08.lab,cái lời pha than phiền với thầy các cậu á mình được nghe kể lại thôi là họ.,184
SPEAKER_01 - 261.08 - 266.92.lab,hoặc xem việt nam thì họ đọc những tác phẩm được dịch ra tiếng anh của việt nam thì đa số là của miền bắc.,184
SPEAKER_01 - 266.92 - 271.97.lab,thì họ cũng muốn biết miền nam nó như thế nào mà họ mới biết qua sông lam thôi thành ra là.,184
SPEAKER_01 - 271.97 - 279.14.lab,một trong những chuyện bắt đầu từ đó đó trong mình mình cứ thôi thúc là ồ đây là mình có thể tạm kệ.,184
SPEAKER_00 - 1467.08 - 1474.71.lab,có những thứ ở thời sự cần chuyển thành tính thời đại thì mình nghe cô minh ngọc kể cái chuyện ở sân khấu.,184
SPEAKER_00 - 1475.24 - 1481.5.lab,em là em không biết rõ các chi tiết nhưng mà em thấy rất là hút em được nghe giống như là em đang ở đó.,184
SPEAKER_00 - 1481.5 - 1489.14.lab,và em cũng không phải là người cô vào với câu hỏi là cái vở kịch cần nhất đi xem là gì là em thấy xấu hổ quá bởi vì em không nhớ ra được.,184
SPEAKER_00 - 1489.14 - 1495.73.lab,đúng là cái cái cuối cùng cái cái cái bộ phim song lang lại là cái tác phẩm gần nhất ơ của cô mà.,184
SPEAKER_00 - 1495.73 - 1502.01.lab,minh tin là mình hay là các cái bạn trẻ được tiếp xúc nhưng mà nó cũng là trên màn ảnh rộng.,184
SPEAKER_01 - 5811.05 - 5815.62.lab,không thôi người ta nhìn mình người ta cứ tưởng là nhật bản hay là cờ ria hay này nọ đó.,184
SPEAKER_01 - 5815.88 - 5821.37.lab,khác lầu khác campuchia làm sao mà dầu muốn dầu không tự nhiên nó nổi rất rõ.,184
SPEAKER_01 - 5821.37 - 5829.21.lab,nó nổi cực rõ luôn mà chưa chắc cái nhìn về bản sắc của người ai giống người bây mà nhiều khi nó cực khác nhau luôn.,184
SPEAKER_01 - 5829.21 - 5835.02.lab,thành ra cô nghĩ nó ra đấy cái điều mình thường làm mình cái công việc mình làm thường làm giống như tranh cắt dán á.,184
SPEAKER_01 - 5835.02 - 5837.53.lab,mình cái như nói từ đầu với thùy minh á là.,184
SPEAKER_01 - 6306.96 - 6314.95.lab,đang viết cái tuổi ngọc cái mình nhảy qua viết cái tờ văn là cùng một cái tòa soạn một cái trên lầu cái cái dưới đất mình thử viết làm sao nó được đăng.,184
SPEAKER_01 - 6314.95 - 6320.95.lab,thì mình thấy ông tuấn á mình viết thư cho ổng thì ổng đã in thành một cái cuốn là thư về đường sơn cúc.,184
SPEAKER_01 - 2372.87 - 2378.98.lab,phải bao nhiêu năm trời mới giỏi tiếng đức được thì làm chờ đi thì lâu quá thế là cho một thông dịch đi theo để dịch tiếng anh.,184
SPEAKER_01 - 2378.98 - 2382.53.lab,và qua đó gặp chị thấy kim lan chỉ.,184
SPEAKER_01 - 2383.14 - 2388.0.lab,kiếm được cái quỹ đức á để cho mình về mình dựng vở người hảo tâm thường xuyên.,184
SPEAKER_01 - 4641.68 - 4648.33.lab,cô nói với người bạn cô là đạo diễn cô chỉ là tác giả thì cô nói cứ cô làm được mà cô nghĩ bắn vé được luôn là cô sẽ để cho.,184
SPEAKER_01 - 7099.25 - 7105.97.lab,thì ra lúc trước khi nói chuyện mình rất ngại điều này nà một kiểu nào đó mình dùng chữ đa nhân cách thì là.,184
SPEAKER_01 - 3458.83 - 3463.13.lab,để làm sao cho bị đừng bị cái bệnh đó mỗi người phải tự tìm.,184
SPEAKER_01 - 1300.94 - 1305.63.lab,nó cảm giác đưa người ta cảm giác tự ngữ bởi vì nó đã tách đời sống ra rồi.,184
SPEAKER_01 - 1305.63 - 1311.48.lab,nó nó nó nó không còn là cái trăn trở của chung quanh có những chuyện ngoài đời chưa giải quyết được.,184
SPEAKER_01 - 1311.48 - 1316.25.lab,thì lẽ ra sân khấu giải quyết được thì bây giờ người ta coi là một chỗ để giải trí.,184
SPEAKER_01 - 1316.25 - 1323.28.lab,và người ta thành ra ngay cả từ cái sai của khán giả đã đưa tới cái sai người diễn là sao cười nhiều mới thành công.,184
SPEAKER_01 - 1323.28 - 1327.58.lab,thế là muốn cười nhiều á thành ra bây giờ có nhiều cái vở mình rất phê phán chuyện này.,184
SPEAKER_01 - 1328.21 - 1332.78.lab,phút quay sức chịu đựng của khán giả đó không bao giờ lố ba tiếng hết á.,184
SPEAKER_01 - 1332.78 - 1340.24.lab,hai tiếng bốn lăm phút kể ca giải lao là cao mà bây giờ rất nhiều vỡ ba tiếng bốn tiếng là xong anh này làm khán giả cười á.,184
SPEAKER_01 - 1340.24 - 1348.23.lab,mà mình không làm như vậy á thì mình mình thua mình phải kiếm cái gì đó mình thêm ra ngoài kịch bản để cho khán giả cười nữa.,184
SPEAKER_01 - 1348.23 - 1356.2.lab,thành ra nó là một cái điều là cứ là mình nhớ tới cái câu nói của bạn mình là e a su la đó là nghệ thuật sân khấu.,184
SPEAKER_01 - 1356.2 - 1358.81.lab,lẽ ra thuộc về trí tuệ.,184
SPEAKER_01 - 1799.41 - 1806.1.lab,mà nó bị tứt quớt á là là cảm thấy phi công lắm mình nhớ hoài cái câu trong vở cậu vai nhà.,184
SPEAKER_01 - 1806.1 - 1810.59.lab,chắc có coi a rai mây co phải co thật đó.,184
SPEAKER_01 - 1810.59 - 1818.28.lab,đánh nhắc tới cậu va nha thì mình cực kỳ mê cái vở này lúc còn đi học ông thầy của mình á là ông đoàn bá á.,184
SPEAKER_01 - 1819.02 - 1824.29.lab,ổng ổng nói cái ổng đã đóng cầu và nha ở nga ổng nói đây là nhân vật á.,184
SPEAKER_01 - 5069.9 - 5077.49.lab,người ta muốn sống theo những gương đẹp nhưng cái mỹ này là anh gia gieo truyền các gu xấu.,184
SPEAKER_01 - 5077.49 - 5079.69.lab,tới chừng anh muốn thay đổi cực kỳ khó.,184
SPEAKER_01 - 3405.32 - 3408.25.lab,nếu mà nói là lòng yêu nước là.,184
SPEAKER_01 - 3408.39 - 3414.4.lab,căng tính bản tính của người việt nam thì nước nào ta lại không yêu nước đó thành ra nếu mà nói cái đó nó bị chung chung.,184
SPEAKER_01 - 3414.4 - 3421.75.lab,và dĩ nhiên mình cũng rất là đau lòng trước những cái mà ờ như cuốn người trung quốc xấu xí thì có người việt xấu xí.,184
SPEAKER_01 - 3421.75 - 3427.49.lab,nhưng mà hỏi ra thì rất nhiều người cũng nói là máy tính xấu nó thật ra nó có thế thì bây giờ.,184
