audio_path,diary_label,model_label,start,end,score,verified
../../data/split_diary/MYNBYT/T1/chunk_5/115.4 116.9 SPEAKER_01.wav,SPEAKER_01,DucAnh,115.4,116.9,0.16056136786937714,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/118.7 120.2 SPEAKER_01.wav,SPEAKER_01,DucAnh,118.7,120.2,0.09184620529413223,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/122.1 125.0 SPEAKER_01.wav,SPEAKER_01,BichNgoc,122.1,125.0,0.22880113124847412,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/127.2 128.5 SPEAKER_01.wav,SPEAKER_01,BichNgoc,127.2,128.5,0.2297452688217163,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/143.9 146.7 SPEAKER_00.wav,SPEAKER_00,BichNgoc,143.9,146.7,0.05293698608875275,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/147.6 150.4 SPEAKER_00.wav,SPEAKER_00,BichNgoc,147.6,150.4,0.19663839042186737,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/154.7 156.2 SPEAKER_03.wav,SPEAKER_03,DucAnh,154.7,156.2,0.23249699175357819,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/167.8 171.9 SPEAKER_01.wav,SPEAKER_01,BichNgoc,167.8,171.9,0.11665121465921402,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/173.1 175.8 SPEAKER_03.wav,SPEAKER_03,DucAnh,173.1,175.8,0.24310529232025146,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/179.9 181.0 SPEAKER_05.wav,SPEAKER_05,DucAnh,179.9,181.0,0.0715024545788765,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/194.7 197.3 SPEAKER_04.wav,SPEAKER_04,BichNgoc,194.7,197.3,0.13880030810832977,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/200.7 203.5 SPEAKER_04.wav,SPEAKER_04,DucAnh,200.7,203.5,0.12471207231283188,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/206.5 209.1 SPEAKER_04.wav,SPEAKER_04,BichNgoc,206.5,209.1,0.07958077639341354,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/213.8 215.4 SPEAKER_04.wav,SPEAKER_04,BichNgoc,213.8,215.4,0.0855872705578804,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/217.9 236.0 SPEAKER_03.wav,SPEAKER_03,BichNgoc,217.9,236.0,0.18629050254821777,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/241.4 251.9 SPEAKER_03.wav,SPEAKER_03,BichNgoc,241.4,251.9,0.13471798598766327,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/253.1 255.7 SPEAKER_03.wav,SPEAKER_03,BichNgoc,253.1,255.7,0.15278232097625732,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/256.0 264.0 SPEAKER_03.wav,SPEAKER_03,BichNgoc,256.0,264.0,0.20251643657684326,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/264.6 267.3 SPEAKER_03.wav,SPEAKER_03,BichNgoc,264.6,267.3,0.17270033061504364,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/268.3 273.3 SPEAKER_03.wav,SPEAKER_03,BichNgoc,268.3,273.3,0.1091834008693695,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/273.6 279.1 SPEAKER_03.wav,SPEAKER_03,BichNgoc,273.6,279.1,0.1589082032442093,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/279.2 282.1 SPEAKER_03.wav,SPEAKER_03,BichNgoc,279.2,282.1,0.18063999712467194,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/285.9 287.4 SPEAKER_02.wav,SPEAKER_02,DucAnh,285.9,287.4,0.10096345096826553,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_5/289.1 289.3 SPEAKER_02.wav,SPEAKER_02,BichNgoc,289.1,289.3,0.017542049288749695,tensor([False])
