audio_path,diary_label,model_label,start,end,score,verified
../../data/split_diary/MYNBYT/T1/chunk_2/155.7 156.9 SPEAKER_05.wav,SPEAKER_05,BichNgoc,155.7,156.9,0.0707424059510231,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/156.9 158.9 SPEAKER_04.wav,SPEAKER_04,BichNgoc,156.9,158.9,0.2969719171524048,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_2/160.0 161.7 SPEAKER_05.wav,SPEAKER_05,BichNgoc,160.0,161.7,0.14310485124588013,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/162.5 164.8 SPEAKER_05.wav,SPEAKER_05,BichNgoc,162.5,164.8,0.26081904768943787,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_2/166.6 168.0 SPEAKER_05.wav,SPEAKER_05,DucAnh,166.6,168.0,0.13025911152362823,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/168.7 170.1 SPEAKER_05.wav,SPEAKER_05,BichNgoc,168.7,170.1,0.16277867555618286,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/171.0 172.5 SPEAKER_05.wav,SPEAKER_05,BichNgoc,171.0,172.5,0.13200600445270538,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/172.7 173.8 SPEAKER_05.wav,SPEAKER_05,BichNgoc,172.7,173.8,0.21342848241329193,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/178.6 182.3 SPEAKER_05.wav,SPEAKER_05,BichNgoc,178.6,182.3,0.17908616364002228,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/186.2 188.7 SPEAKER_03.wav,SPEAKER_03,BichNgoc,186.2,188.7,0.2185819000005722,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/188.9 191.0 SPEAKER_03.wav,SPEAKER_03,BichNgoc,188.9,191.0,0.2723274230957031,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_2/191.5 194.1 SPEAKER_05.wav,SPEAKER_05,BichNgoc,191.5,194.1,0.3189995586872101,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_2/195.1 200.8 SPEAKER_05.wav,SPEAKER_05,BichNgoc,195.1,200.8,0.2216993123292923,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/202.6 204.0 SPEAKER_05.wav,SPEAKER_05,BichNgoc,202.6,204.0,0.23506391048431396,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/204.9 206.5 SPEAKER_05.wav,SPEAKER_05,BichNgoc,204.9,206.5,0.2351982444524765,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/209.3 210.8 SPEAKER_03.wav,SPEAKER_03,BichNgoc,209.3,210.8,0.19491900503635406,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/213.1 215.8 SPEAKER_03.wav,SPEAKER_03,BichNgoc,213.1,215.8,0.18494004011154175,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/215.9 219.5 SPEAKER_03.wav,SPEAKER_03,BichNgoc,215.9,219.5,0.27015188336372375,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_2/221.4 229.9 SPEAKER_04.wav,SPEAKER_04,BichNgoc,221.4,229.9,0.28998053073883057,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_2/231.9 239.7 SPEAKER_04.wav,SPEAKER_04,DucAnh,231.9,239.7,0.24351544678211212,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/241.5 242.6 SPEAKER_05.wav,SPEAKER_05,BichNgoc,241.5,242.6,0.12477851659059525,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/243.0 244.7 SPEAKER_05.wav,SPEAKER_05,BichNgoc,243.0,244.7,0.12556929886341095,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/245.0 247.4 SPEAKER_05.wav,SPEAKER_05,BichNgoc,245.0,247.4,0.24468819797039032,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/248.0 249.1 SPEAKER_05.wav,SPEAKER_05,BichNgoc,248.0,249.1,0.26085981726646423,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_2/249.4 251.1 SPEAKER_05.wav,SPEAKER_05,BichNgoc,249.4,251.1,0.22874309122562408,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/251.1 252.4 SPEAKER_02.wav,SPEAKER_02,BichNgoc,251.1,252.4,0.19079852104187012,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_2/294.9 295.3 SPEAKER_06.wav,SPEAKER_06,BichNgoc,294.9,295.3,0.07011444866657257,tensor([False])
