audio_path,diary_label,model_label,start,end,score,verified
../../data/split_diary/MYNBYT/T1/chunk_3/215.2 217.0 SPEAKER_01.wav,SPEAKER_01,DucAnh,215.2,217.0,0.2209138125181198,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/220.0 221.7 SPEAKER_01.wav,SPEAKER_01,BichNgoc,220.0,221.7,0.2899607717990875,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_3/228.0 229.7 SPEAKER_02.wav,SPEAKER_02,DucAnh,228.0,229.7,0.11020523309707642,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/232.0 234.1 SPEAKER_01.wav,SPEAKER_01,BichNgoc,232.0,234.1,0.21609149873256683,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/234.3 235.8 SPEAKER_01.wav,SPEAKER_01,DucAnh,234.3,235.8,0.17221878468990326,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/238.6 240.0 SPEAKER_01.wav,SPEAKER_01,BichNgoc,238.6,240.0,0.09414603561162949,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/240.6 242.6 SPEAKER_01.wav,SPEAKER_01,BichNgoc,240.6,242.6,0.22397081553936005,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/242.8 244.7 SPEAKER_01.wav,SPEAKER_01,BichNgoc,242.8,244.7,0.26443353295326233,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_3/246.2 247.6 SPEAKER_02.wav,SPEAKER_02,DucAnh,246.2,247.6,0.12887470424175262,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/248.6 251.0 SPEAKER_02.wav,SPEAKER_02,BichNgoc,248.6,251.0,0.13910269737243652,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/252.2 253.5 SPEAKER_02.wav,SPEAKER_02,DucAnh,252.2,253.5,0.14758722484111786,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/259.3 261.0 SPEAKER_02.wav,SPEAKER_02,DucAnh,259.3,261.0,0.1680217981338501,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/261.6 264.1 SPEAKER_02.wav,SPEAKER_02,DucAnh,261.6,264.1,0.17890173196792603,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/265.1 266.4 SPEAKER_01.wav,SPEAKER_01,DucAnh,265.1,266.4,0.19837839901447296,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/267.7 271.0 SPEAKER_01.wav,SPEAKER_01,BichNgoc,267.7,271.0,0.17406682670116425,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/271.7 274.3 SPEAKER_01.wav,SPEAKER_01,DucAnh,271.7,274.3,0.16281501948833466,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/276.0 278.3 SPEAKER_02.wav,SPEAKER_02,DucAnh,276.0,278.3,0.11803722381591797,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/278.8 280.1 SPEAKER_02.wav,SPEAKER_02,DucAnh,278.8,280.1,0.09225519746541977,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/284.0 285.2 SPEAKER_02.wav,SPEAKER_02,DucAnh,284.0,285.2,0.13658678531646729,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/286.3 287.9 SPEAKER_02.wav,SPEAKER_02,DucAnh,286.3,287.9,0.14252279698848724,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/293.0 294.2 SPEAKER_02.wav,SPEAKER_02,DucAnh,293.0,294.2,0.27049875259399414,tensor([True])
../../data/split_diary/MYNBYT/T1/chunk_3/294.3 295.6 SPEAKER_02.wav,SPEAKER_02,DucAnh,294.3,295.6,0.09947725385427475,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/297.4 298.8 SPEAKER_02.wav,SPEAKER_02,DucAnh,297.4,298.8,0.15627585351467133,tensor([False])
../../data/split_diary/MYNBYT/T1/chunk_3/299.5 300.0 SPEAKER_02.wav,SPEAKER_02,DucAnh,299.5,300.0,0.0975869670510292,tensor([False])
